,state,action,reward,next_state,distribution
29,"[-0.14514657855033875, -0.061716921627521515, 0.7121825218200684, 0.8839077949523926, 0.35027429461479187, 0.01677723601460457, 0.055734820663928986, -0.10890662670135498, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",6,-2.0,"[-0.14189290822579892, -0.03563492698597681, 0.7067864225354823, 1.0745555203223702, 0.35027444366806426, 0.01682744115086872, 0.06269795077348217, -0.12169545724585706, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.10578136146068573, 0.09669290482997894, 0.11254708468914032, 0.08605121821165085, 0.09713894128799438, 0.09598469734191895, 0.10175008326768875, 0.10332818329334259, 0.09978538006544113, 0.10094013810157776]"
30,"[-0.1418929100036621, -0.035634927451610565, 0.7067863941192627, 1.074555516242981, 0.3502744436264038, 0.01682744175195694, 0.06269795447587967, -0.12169545888900757, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",6,-2.0,"[-0.13836770456533198, -0.0015539588655339998, 0.699471221556216, 1.2649425332112099, 0.35027450112054614, 0.018281072154960984, 0.06949117150079193, -0.13050960860725935, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.10598161071538925, 0.09605273604393005, 0.1138211265206337, 0.08580479025840759, 0.09688812494277954, 0.09557127952575684, 0.10117324441671371, 0.10306933522224426, 0.10073795169591904, 0.10089981555938721]"
31,"[-0.13836769759655, -0.0015539588639512658, 0.6994712352752686, 1.2649425268173218, 0.3502745032310486, 0.01828107237815857, 0.06949117034673691, -0.130509614944458, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",2,2.0,"[-0.1372831951488278, 0.0475522004192932, 0.6914313663390788, 1.2766217466926637, 0.35027461138273663, 0.015505424467170403, 0.05849716058112153, -0.1274813076559017, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.10591434687376022, 0.09540936350822449, 0.11521777510643005, 0.08527237176895142, 0.09668219089508057, 0.09530816227197647, 0.10061454027891159, 0.10293740779161453, 0.10167581588029861, 0.10096807032823563]"
32,"[-0.13728319108486176, 0.0475522018969059, 0.6914313435554504, 1.276621699333191, 0.35027462244033813, 0.015505424700677395, 0.05849716067314148, -0.12748131155967712, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",0,2.0,"[0.03394782317185019, 0.04617370193146364, 0.783819902660249, 1.294733244191936, 0.3502746216779822, 0.02211918664727161, 0.04915851191877857, -0.0971105601214125, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.105756014585495, 0.0950460359454155, 0.11551608890295029, 0.08523330837488174, 0.09667200595140457, 0.09540405124425888, 0.10065746307373047, 0.10285788774490356, 0.101834736764431, 0.10102241486310959]"
33,"[0.03394782170653343, 0.04617370292544365, 0.7838199138641357, 1.2947332859039307, 0.35027462244033813, 0.0221191868185997, 0.04915851354598999, -0.0971105620265007, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",2,2.0,"[0.03544278743435836, 0.1087825880434119, 0.7716848039601691, 1.307696558905402, 0.3502747194701956, 0.01825180102411593, 0.03748136235750782, -0.08634189987890595, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.1052982360124588, 0.0951593816280365, 0.1155063658952713, 0.08487924188375473, 0.09603174775838852, 0.095685675740242, 0.10032687336206436, 0.10335685312747955, 0.10158918797969818, 0.10216647386550903]"
34,"[0.035442788153886795, 0.10878258943557739, 0.7716848254203796, 1.3076965808868408, 0.3502747118473053, 0.018251800909638405, 0.037481363862752914, -0.08634190261363983, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",3,0.0,"[0.037448944035346265, 0.11657357523876577, 0.7722365304654133, 1.2997279037161809, 0.35027479831712993, 0.015315536504989707, 0.033934880951374036, -0.0837121872315908, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.10514477640390396, 0.09474531561136246, 0.11584053188562393, 0.08484087884426117, 0.096047043800354, 0.0959557443857193, 0.10027077049016953, 0.10321009159088135, 0.10174126923084259, 0.10220357030630112]"
35,"[0.0374489426612854, 0.11657357215881348, 0.7722365260124207, 1.2997279167175293, 0.35027480125427246, 0.01531553640961647, 0.033934880048036575, -0.08371219038963318, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",5,3.0,"[0.034821292927553316, 0.11868745319109131, 0.6388707936425755, 1.300213499019538, 0.35027475323083435, 0.02050393277041304, 0.045483479166628704, -0.06754038651407812, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.10509959608316422, 0.09469831734895706, 0.1158192902803421, 0.08485138416290283, 0.09604852646589279, 0.0959991067647934, 0.10030156373977661, 0.10321660339832306, 0.10173004865646362, 0.1022355780005455]"
36,"[0.034821294248104095, 0.1186874508857727, 0.6388707756996155, 1.3002134561538696, 0.3502747416496277, 0.020503932610154152, 0.04548347741365433, -0.06754038482904434, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",4,1.0,"[0.03941118405728261, 0.11871925273155526, 0.7118583523315412, 1.3002651338673719, 0.3502748894511476, 0.01680027980465046, 0.04043853927298391, -0.07184334452127983, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.10572370886802673, 0.09426827728748322, 0.11546935886144638, 0.08529098331928253, 0.09682600945234299, 0.09601881355047226, 0.1002885103225708, 0.10263688117265701, 0.10168912261724472, 0.10178834199905396]"
37,"[0.03941118344664574, 0.11871924996376038, 0.711858332157135, 1.3002651929855347, 0.3502748906612396, 0.016800280660390854, 0.040438540279865265, -0.07184334099292755, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",4,-2.0,"[0.04387626357466878, 0.11871902819140523, 0.8252488190937752, 1.3003956076400867, 0.3502750394215286, 0.01498340351803197, 0.029019478913092867, -0.08815845156328506, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.10537107288837433, 0.09447997063398361, 0.11561984568834305, 0.08507753163576126, 0.09640524536371231, 0.09606065601110458, 0.10023565590381622, 0.10295050591230392, 0.10172020643949509, 0.10207930207252502]"
38,"[0.04387626424431801, 0.11871902644634247, 0.8252488374710083, 1.3003956079483032, 0.35027503967285156, 0.014983403496444225, 0.02901947870850563, -0.08815845102071762, -0.009836186654865742, 0.09659352153539658, -0.024904366582632065]",1,-2.0,"[-0.04617062504560199, 0.1204186869561088, 0.8032993816583982, 1.2915256235491412, 0.35027516444363505, 0.008359848051543925, 0.02961800999632913, -0.10846529123232007, -0.009836186310572384, 0.09659352320208917, -0.024904366700153835]","[0.10485231131315231, 0.0948735922574997, 0.11599425226449966, 0.08462399989366531, 0.0957191213965416, 0.0959634929895401, 0.1003631129860878, 0.10343767702579498, 0.10176075249910355, 0.10241168737411499]"
