,state,action,reward,next_state
152,"0.12887628,0.10355195",6,-0.3995808438798849,"0.10696250295035971,0.10355194599305517"
153,"0.1069625,0.10355195",6,-0.3535669563017586,"0.08395555916129654,0.10355194599305517"
154,"0.083955556,0.10355195",9,-0.33592557784029925,"0.0839708212143002,0.09766131180389961"
155,"0.08397082,0.09766131",0,-0.3233241630458962,"0.08483545394213822,0.09288441838720657"
156,"0.084835455,0.09288442",3,-0.3111352504358422,"0.08560969128654157,0.08830528928758637"
157,"0.08560969,0.08830529",3,-0.30741680556062645,"0.08848260737455999,0.08512817057397352"
158,"0.08848261,0.08512817",3,-0.3201240674335743,"0.09504377479990801,0.08501217261125277"
159,"0.09504378,0.085012175",9,-0.36954274552766575,"0.11975311384695374,0.08501217261125277"
160,"0.119753115,0.085012175",9,-0.43396432510367494,"0.15196390363495832,0.08501217261125277"
161,"0.1519639,0.085012175",5,-0.49645581823981433,"0.183209650203028,0.08501217261125277"
162,"0.18320964,0.085012175",9,-0.5559381634874587,"0.21295082282685024,0.08501217261125277"
163,"0.21295083,0.085012175",8,-0.6107252371920513,"0.24034435967914647,0.08501217261125277"
164,"0.24034436,0.085012175",3,-0.6708761503475582,"0.2704198162569,0.08501217261125277"
165,"0.2704198,0.085012175",2,-0.7207832177233131,"0.29537334994477743,0.08501217261125277"
166,"0.29537335,0.085012175",0,-0.7629713592073478,"0.3163866094166666,0.08501217261125277"
167,"0.3163866,0.085012175",7,-0.7879017768929617,"0.3289326295296017,0.08501217261125277"
168,"0.32893264,0.085012175",5,-0.7955039353298213,"0.33273370874803154,0.08501217261125277"
169,"0.33273372,0.085012175",0,-0.7974676913999794,"0.33371091133525416,0.08501217261125277"
170,"0.3337109,0.085012175",3,-0.8304792726806193,"0.35018140120473945,0.08501217261125277"
171,"0.3501814,0.085012175",8,-0.8827540327574841,"0.3763587574618629,0.08501217261125277"
172,"0.37635875,0.085012175",8,-0.9329828862867047,"0.4014731842264732,0.08501217261125277"
173,"0.4014732,0.085012175",3,-0.9736176048014278,"0.42138211429520656,0.08501217261125277"
174,"0.42138213,0.085012175",6,-0.9552630349258614,"0.4126132585460516,0.08501217261125277"
175,"0.41261327,0.085012175",0,-0.9644714420538132,"0.41721746211002747,0.08501217261125277"
176,"0.41721746,0.085012175",9,-0.9716348578114287,"0.4207991699888352,0.08501217261125277"
177,"0.42079917,0.085012175",4,-1.0082980080673156,"0.43913074511677863,0.08501217261125277"
178,"0.43913075,0.085012175",5,-1.0042480811481505,"0.43710578165719605,0.08501217261125277"
179,"0.43710577,0.085012175",0,-0.9889427845717181,"0.42945313336897994,0.08501217261125277"
180,"0.13179827,0.10344201",9,-0.4501922293810561,"0.13226821221433038,0.10355193498413176"
181,"0.1322682,0.10355193",9,-0.43756365190416713,"0.1259539069625008,0.10355194599305517"
182,"0.12595391,0.10355195",5,-0.41764093192218255,"0.11599254697150853,0.10355194599305517"
183,"0.115992546,0.10355195",3,-0.4090379618819685,"0.11167936518771786,0.10355194599305517"
184,"0.11167937,0.10355195",7,-0.4336191074953306,"0.12398163475808256,0.10355194599305517"
185,"0.12398163,0.10355195",6,-0.46561994561410724,"0.13998205381747086,0.10355194599305517"
186,"0.13998206,0.10355195",7,-0.49589043313253833,"0.1548845643071042,0.10355194599305517"
187,"0.15488456,0.10355195",1,-0.5121143319524198,"0.16322924698662716,0.10355194599305517"
188,"0.16322924,0.10355195",1,-0.5356814218708992,"0.17501279194586683,0.10355194599305517"
189,"0.1750128,0.10355195",9,-0.5603288530838344,"0.18733650755233444,0.10355194599305517"
190,"0.1873365,0.10355195",2,-0.5507076291490121,"0.18252589558492327,0.10355194599305517"
191,"0.1825259,0.10355195",0,-0.5673175051712975,"0.190830833596066,0.10355194599305517"
192,"0.19083083,0.10355195",4,-0.5874735655963133,"0.20090886380857384,0.10355194599305517"
193,"0.20090887,0.10355195",4,-0.6058283358467637,"0.21008624893379907,0.10355194599305517"
194,"0.21008626,0.10355195",7,-0.6206782726550488,"0.21751121733794163,0.10355194599305517"
195,"0.21751122,0.10355195",4,-0.6360027217473054,"0.22517344188406996,0.10355194599305517"
196,"0.22517344,0.10355195",0,-0.607790964687042,"0.2110675633539382,0.10355194599305517"
197,"0.21106756,0.10355195",5,-0.5512955654230045,"0.18314382230514492,0.10355194599305517"
198,"0.18314382,0.10355195",4,-0.5029424883781851,"0.1586433251995098,0.10355194599305517"
199,"0.15864332,0.10355195",5,-0.45458449761800057,"0.13460426285462493,0.10355194599305517"
200,"0.13460426,0.10355195",2,-0.4157808457460711,"0.1150625038834528,0.10355194599305517"
201,"0.115062505,0.10355195",5,-0.39436848240845856,"0.1043563222146465,0.10355194599305517"
202,"0.10435632,0.10355195",7,-0.39224656844841643,"0.10329536523462544,0.10355194599305517"
203,"0.10329536,0.10355195",6,-0.39204383378421237,"0.10319399790252341,0.10355194599305517"
204,"0.103194,0.10355195",9,-0.3920386867256397,"0.1031914243732371,0.10355194599305517"
205,"0.10319143,0.10355195",6,-0.3920189928241007,"0.10318157742246756,0.10355194599305517"
206,"0.10318158,0.10355195",3,-0.39832547429080933,"0.10630554990562244,0.10355194599305517"
207,"0.10630555,0.10355195",7,-0.42398777134334387,"0.11887353693542914,0.10355194599305517"
208,"0.11887354,0.10355195",3,-0.4675787218729961,"0.14096144194691526,0.10355194599305517"
209,"0.14096144,0.10355195",0,-0.5219365919692995,"0.16814037699506698,0.10355194599305517"
210,"0.13325502,0.10344907",4,-0.44883038524004626,"0.1315942296469024,0.10354730864874716"
211,"0.13159423,0.10354731",7,-0.43637528328672803,"0.12544149537583635,0.10355194599305517"
212,"0.12544149,0.10355195",7,-0.41705189737782133,"0.1156980296993279,0.10355194599305517"
213,"0.11569803,0.10355195",5,-0.40408221745593365,"0.10921318973838406,0.10355194599305517"
214,"0.10921319,0.10355195",8,-0.4030352210972379,"0.10868969155903618,0.10355194599305517"
215,"0.10868969,0.10355195",0,-0.4000957238905768,"0.10721994295570561,0.10355194599305517"
216,"0.10721994,0.10355195",4,-0.3991205184060127,"0.1067323402134236,0.10355194599305517"
217,"0.10673234,0.10355195",8,-0.3979328266688733,"0.1061384943448539,0.10355194599305517"
218,"0.1061385,0.10355195",5,-0.39637435035193536,"0.1053592561863849,0.10355194599305517"
219,"0.105359256,0.10355195",8,-0.39489388335872033,"0.10461985221953322,0.10355194599305517"
220,"0.10461985,0.10355195",6,-0.39339048292516665,"0.10387505665171097,0.10355194599305517"
221,"0.103875056,0.10355195",4,-0.39203750005926785,"0.10319083104005117,0.10355194599305517"
222,"0.10319083,0.10355195",2,-0.3920768613265636,"0.10321051167369903,0.10355194599305517"
223,"0.10321051,0.10355195",3,-0.39806861856805176,"0.10620639029444313,0.10355194599305517"
224,"0.10620639,0.10355195",0,-0.42460329014281006,"0.11947372608182229,0.10355194599305517"
225,"0.119473726,0.10355195",9,-0.4596442062580116,"0.13663858748520713,0.10355194599305517"
226,"0.13663858,0.10355195",5,-0.4903630310088738,"0.1523535965148541,0.10355194599305517"
227,"0.1523536,0.10355195",7,-0.4943398620102821,"0.1543420120155583,0.10355194599305517"
228,"0.15434201,0.10355195",3,-0.5285552799159806,"0.17144972096840752,0.10355194599305517"
229,"0.17144972,0.10355195",9,-0.5836858009614372,"0.19901498149113583,0.10355194599305517"
230,"0.19901498,0.10355195",2,-0.5381746414509936,"0.176259401735914,0.10355194599305517"
231,"0.1762594,0.10355195",4,-0.4998750977251847,"0.15710962987300958,0.10355194599305517"
232,"0.15710963,0.10355195",5,-0.49519060670915127,"0.15476738436499285,0.10355194599305517"
233,"0.15476738,0.10355195",9,-0.4946736868112057,"0.1545089244160201,0.10355194599305517"
234,"0.15450892,0.10355195",0,-0.49464261989824376,"0.15449339095953912,0.10355194599305517"
235,"0.15449339,0.10355195",4,-0.4954599805935196,"0.154902071307177,0.10355194599305517"
236,"0.15490207,0.10355195",8,-0.49566897272317245,"0.15500656737200347,0.10355194599305517"
237,"0.15500657,0.10355195",4,-0.4964729412065644,"0.15540855161369943,0.10355194599305517"
238,"0.15540855,0.10355195",1,-0.49683113680885915,"0.1555876494148468,0.10355194599305517"
239,"0.15558764,0.10355195",0,-0.49684746664890567,"0.15559581433487005,0.10355194599305517"
240,"0.1337092,0.10344201",2,-0.4487203169122393,"0.131532255979922,0.10355193498413176"
241,"0.13153225,0.10355193",0,-0.4358262650547655,"0.12508521353779997,0.10355194599305517"
242,"0.12508522,0.10355195",0,-0.41814077837923047,"0.11624247020003246,0.10355194599305517"
243,"0.11624247,0.10355195",8,-0.3985553819119575,"0.10644977196639596,0.10355194599305517"
244,"0.106449775,0.10355195",8,-0.3973489704200347,"0.10584656622043456,0.10355194599305517"
245,"0.10584657,0.10355195",9,-0.39622407846565455,"0.10528412024324452,0.10355194599305517"
