,state,action,reward,next_state
84,"0.26080412,0.10355195",2,9.34118527593788,"0.23676076529725237,0.10355194599305517"
85,"0.23676077,0.10355195",6,9.409327032683025,"0.20250856466890507,0.10355194599305517"
86,"0.20250857,0.10355195",2,9.485363246893819,"0.16449045756350866,0.10355194599305517"
87,"0.16449046,0.10355195",9,9.566733290269585,"0.12380543587562501,0.10355194599305517"
88,"0.12380543,0.10355195",1,9.585721157870164,"0.11431150207533516,0.10355194599305517"
89,"0.1143115,0.10355195",4,9.541544057096809,"0.13640005246201328,0.10355194599305517"
90,"0.13537918,0.10344201",0,9.554754624155413,"0.12969296581636033,0.10354727368413752"
91,"0.12969297,0.103547275",9,9.562127437141628,"0.12610836243960324,0.10355194599305517"
92,"0.12610836,0.10355195",8,9.580219638559232,"0.11706226173080155,0.10355194599305517"
93,"0.11706226,0.10355195",7,9.59808868890135,"0.10812773655974207,0.10355194599305517"
94,"0.108127736,0.10355195",4,9.598385422483153,"0.10797936976884089,0.10355194599305517"
95,"0.10797937,0.10355195",2,9.599845874708494,"0.1072502987405513,0.10355194599305517"
96,"0.107250296,0.10355195",3,9.594496494989714,"0.10986216326051533,0.10355194599305517"
97,"0.10986216,0.10355195",1,9.56901453059571,"0.12266481571256253,0.10355194599305517"
98,"0.12266482,0.10355195",0,9.53703758721303,"0.13865328740390231,0.10355194599305517"
99,"0.1386533,0.10355195",2,9.578483087456348,"0.11793053728224322,0.10355194599305517"
100,"0.11793054,0.10355195",1,9.607691466547456,"0.10332634773668935,0.10355194599305517"
101,"0.10332635,0.10355195",2,9.606301001699219,"0.10402158016080792,0.10355194599305517"
102,"0.10402158,0.10355195",1,9.592915900166739,"0.11071413092704847,0.10355194599305517"
103,"0.11071413,0.10355195",3,9.5635577236734,"0.12539321917371773,0.10355194599305517"
104,"0.12539321,0.10355195",1,9.516406210181213,"0.14896897591981123,0.10355194599305517"
105,"0.14896898,0.10355195",8,9.459121322971313,"0.1776114195247613,0.10355194599305517"
106,"0.17761143,0.10355195",5,9.424399096391662,"0.19497253281458693,0.10355194599305517"
107,"0.19497253,0.10355195",4,9.396375619698649,"0.20898427116109344,0.10355194599305517"
108,"0.20898427,0.10355195",0,9.372351293822925,"0.2209964340989551,0.10355194599305517"
109,"0.22099644,0.10355195",8,9.350926900837022,"0.23170863059190638,0.10355194599305517"
110,"0.23170863,0.10355195",7,9.32894114913944,"0.24270150644069768,0.10355194599305517"
111,"0.2427015,0.10355195",7,9.30787380812614,"0.25323517694734804,0.10355194599305517"
112,"0.2532352,0.10355195",8,9.295419633838087,"0.2594622640913739,0.10355194599305517"
113,"0.25946227,0.10355195",3,9.235947122877509,"0.28919851957166315,0.10355194599305517"
114,"0.28919852,0.10355195",8,9.207159969952464,"0.3035920960341858,0.10355194599305517"
115,"0.3035921,0.10355195",6,9.20584224394521,"0.3042509590378127,0.10355194599305517"
116,"0.30425096,0.10355195",9,9.205758112539547,"0.3042930247406444,0.10355194599305517"
117,"0.30429304,0.10355195",2,9.270073910964888,"0.2721351255279739,0.10355194599305517"
118,"0.27213514,0.10355195",1,9.272823312420686,"0.2707604248000752,0.10355194599305517"
119,"0.27076042,0.10355195",6,9.247686966486787,"0.2833285977670238,0.10355194599305517"
120,"0.13275588,0.10344201",3,9.541410924695422,"0.13647023052888746,0.10354953808226783"
121,"0.13647023,0.10354954",5,9.514618861758818,"0.14986265013100838,0.10355194599305517"
122,"0.14986265,0.10355195",5,9.475815849783269,"0.16926415611878332,0.10355194599305517"
123,"0.16926415,0.10355195",0,9.445317770231112,"0.18451319589486156,0.10355194599305517"
124,"0.1845132,0.10355195",8,9.440325389364132,"0.18700938632835165,0.10355194599305517"
125,"0.18700938,0.10355195",3,9.412748186323595,"0.20079798784861974,0.10355194599305517"
126,"0.20079799,0.10355195",7,9.364429890139954,"0.22495713594044103,0.10355194599305517"
127,"0.22495714,0.10355195",1,9.317915896844102,"0.24821413258836622,0.10355194599305517"
128,"0.24821413,0.10355195",6,9.279500570203414,"0.2674217959087105,0.10355194599305517"
129,"0.26742178,0.10355195",9,9.26988073027189,"0.272231715874473,0.10355194599305517"
130,"0.27223173,0.10355195",1,9.25817930115947,"0.2780695070044031,0.10355194599305517"
131,"0.2780695,0.10355195",8,9.238663942365351,"0.28784010982774194,0.10355194599305517"
132,"0.2878401,0.10355195",4,9.216743901435004,"0.29863229232668576,0.10355194599305517"
133,"0.2986323,0.10355195",3,9.142833210388597,"0.3357554758161195,0.10355194599305517"
134,"0.33575547,0.10355195",1,9.11282557779175,"0.3507592921145433,0.10355194599305517"
135,"0.3507593,0.10355195",5,9.103292935083635,"0.35552561346860045,0.10355194599305517"
136,"0.3555256,0.10355195",2,9.129601487299203,"0.3423713373608162,0.10355194599305517"
137,"0.34237134,0.10355195",7,9.11173232856352,"0.35130591672865796,0.10355194599305517"
138,"0.3513059,0.10355195",0,9.113044522534322,"0.35074744019206566,0.10355194599305517"
139,"0.35074744,0.10355195",5,9.134750165563345,"0.339796998228745,0.10355194599305517"
140,"0.339797,0.10355195",8,9.153829719777482,"0.3302572211216769,0.10355194599305517"
141,"0.3302572,0.10355195",8,9.172315703371293,"0.32101422932477114,0.10355194599305517"
142,"0.32101423,0.10355195",1,9.168245674110786,"0.3230492439550245,0.10355194599305517"
143,"0.32304925,0.10355195",8,9.143789819021901,"0.33527717149946745,0.10355194599305517"
144,"0.33527717,0.10355195",3,9.090392022732459,"0.3619760696441884,0.10355194599305517"
145,"0.36197606,0.10355195",6,9.0717117520204,"0.3713162050002173,0.10355194599305517"
146,"0.3713162,0.10355195",3,9.050947812182129,"0.38169817491935326,0.10355194599305517"
147,"0.38169816,0.10355195",1,9.043663036308537,"0.38534056285614904,0.10355194599305517"
148,"0.38534057,0.10355195",9,9.037490476253735,"0.3884268428835498,0.10355194599305517"
149,"0.38842684,0.10355195",9,9.029144459935905,"0.3925998510424648,0.10355194599305517"
150,"0.13272929,0.10344201",0,9.552435881081632,"0.13096114928995076,0.10354727344615543"
151,"0.13096115,0.103547275",2,9.56422836993254,"0.1250578960441478,0.10355194599305517"
152,"0.12505789,0.10355195",8,9.581359232820592,"0.1164924646001217,0.10355194599305517"
153,"0.116492465,0.10355195",3,9.59442089272027,"0.10996163465028261,0.10355194599305517"
154,"0.10996164,0.10355195",1,9.569832192141394,"0.12225598493972029,0.10355194599305517"
155,"0.12225599,0.10355195",3,9.529346824817987,"0.14249866860142416,0.10355194599305517"
156,"0.14249867,0.10355195",6,9.491070775044296,"0.16163669348827003,0.10355194599305517"
157,"0.1616367,0.10355195",8,9.44715313270448,"0.18348563185537964,0.10355194599305517"
158,"0.18348563,0.10355195",8,9.404405561838107,"0.20496930009136385,0.10355194599305517"
159,"0.2049693,0.10355195",3,9.35271233555015,"0.23081591323534267,0.10355194599305517"
160,"0.23081592,0.10355195",6,9.302933009940437,"0.2557055760401986,0.10355194599305517"
161,"0.25570557,0.10355195",1,9.24339033510584,"0.28547691345749804,0.10355194599305517"
162,"0.28547692,0.10355195",5,9.196569492665088,"0.30888733467787394,0.10355194599305517"
