,state,action,reward,next_state
37,"[0.041985053569078445, 0.11687495559453964, -0.12338271737098694, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",8,-0.543276086641216,"[0.046336560169933996, 0.11769785211395656, -0.12638512318566608, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
38,"[0.04633656144142151, 0.11769784986972809, -0.12638512253761292, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",9,-0.548770582031643,"[0.05150396546817393, 0.11967905882324797, -0.12644106831765045, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
39,"[0.05150396376848221, 0.1196790561079979, -0.12644106149673462, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",3,-0.5848892594428362,"[0.055586205119646015, 0.12439168117199512, -0.14588939186588779, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
40,"[0.055586203932762146, 0.12439168244600296, -0.14588938653469086, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",3,-0.6383807433302551,"[0.05603404992214042, 0.1255950399350534, -0.1797944136349171, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
41,"[0.05603405088186264, 0.12559503316879272, -0.17979441583156586, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",1,-0.7088975451171774,"[0.0629466339353689, 0.1353150358330843, -0.21487911340070498, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
42,"[0.0629466325044632, 0.13531503081321716, -0.214879110455513, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",3,-0.8025559876220905,"[0.0758290929858914, 0.15754514020349802, -0.2532292425720043, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
43,"[0.07582909613847733, 0.15754513442516327, -0.2532292306423187, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",9,-0.9087119083101678,"[0.09929063134102098, 0.18419846237448617, -0.29481319033822806, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
44,"[0.099290631711483, 0.18419846892356873, -0.2948131859302521, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",4,-0.9257041147818218,"[0.11379401778278733, 0.1825848668739552, -0.3010507447343653, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
45,"[0.11379402130842209, 0.18258486688137054, -0.30105075240135193, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",4,-0.9363947652948396,"[0.12660507960414366, 0.1834915933006478, -0.30200036962426124, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
46,"[0.1266050785779953, 0.18349158763885498, -0.30200037360191345, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",7,-0.9471062512147992,"[0.13930915784097428, 0.18542840289366846, -0.3019287149247669, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
47,"[0.13930915296077728, 0.18542839586734772, -0.30192872881889343, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",2,-0.8924718709991203,"[0.129495470903535, 0.17799166043943937, -0.27649071948801374, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
48,"[0.12949547171592712, 0.17799165844917297, -0.276490718126297, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",0,-0.8694688640788831,"[0.115350512154484, 0.17951448265639458, -0.26715730238172564, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
49,"[0.11535051465034485, 0.17951448261737823, -0.26715731620788574, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",4,-0.8662374879346729,"[0.10727149926603913, 0.1722235000207754, -0.2731844377885577, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
50,"[0.10727149993181229, 0.17222349345684052, -0.2731844484806061, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",7,-0.8640554185187604,"[0.09991195131206228, 0.16378528084102695, -0.27973077168547134, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
51,"[0.09991195052862167, 0.16378527879714966, -0.27973076701164246, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",8,-0.8608353320135219,"[0.09149811162656349, 0.1558860658685225, -0.28512184645854477, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
52,"[0.09149811416864395, 0.15588606894016266, -0.2851218581199646, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",0,-0.8572624016132221,"[0.0822724993740789, 0.1472663892076223, -0.2903578663228841, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
53,"[0.0822724997997284, 0.14726638793945312, -0.2903578579425812, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",2,-0.7866079551636384,"[0.06755968337474855, 0.13208284280111288, -0.26129614158461145, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
54,"[0.06755968183279037, 0.13208284974098206, -0.2612961530685425, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",6,-0.7052916439857737,"[0.03952425419009119, 0.12914058512945614, -0.22195919743090864, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
55,"[0.03952425345778465, 0.12914058566093445, -0.2219592034816742, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",2,-0.6230080867887894,"[0.03153393906730473, 0.11341260905805134, -0.18428900720947494, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
56,"[0.03153393790125847, 0.11341261118650436, -0.18428900837898254, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",6,-0.5383881931806821,"[0.01664385466772285, 0.10564780597562068, -0.14023748356213306, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
57,"[0.01664385385811329, 0.10564780235290527, -0.1402374804019928, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",6,-0.5106928834767746,"[-0.0007369794014251974, 0.08906477689685699, -0.13593819409617247, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
58,"[-0.0007369794184342027, 0.08906477689743042, -0.13593819737434387, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",4,-0.5345896651871963,"[-0.00853443546659402, 0.08045488598679118, -0.15457321460922635, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
59,"[-0.00853443518280983, 0.08045488595962524, -0.1545732170343399, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",9,-0.5615962102964542,"[-0.006336443871746561, 0.07589121271889626, -0.17185215796035513, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
60,"[-0.006336444057524204, 0.07589121162891388, -0.17185215651988983, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",3,-0.6228642428725275,"[-0.008128894847689694, 0.08773382807272179, -0.20006122514773017, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
61,"[-0.008128894492983818, 0.08773382753133774, -0.20006123185157776, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",3,-0.6880617250513914,"[-0.003953035372230851, 0.09002569432210594, -0.23404466361709586, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
62,"[0.06819038093090057, 0.10857315361499786, -0.031843870878219604, -0.009999999776482582, 0.10000000149011612, -0.02449999935925007]",7,-0.4489286908150496,"[0.06467251693089505, 0.11030875880715169, -0.03129574279364167, -0.009999998453717004, 0.10000013716329148, -0.02494028222299527]"
63,"[0.06467251479625702, 0.11030875891447067, -0.031295742839574814, -0.009999998845160007, 0.10000013560056686, -0.024940282106399536]",7,-0.4342850065014915,"[0.05728176607400651, 0.1060328010952637, -0.03049524925887359, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
64,"[0.05728176608681679, 0.10603280365467072, -0.03049524873495102, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",0,-0.4100943590119591,"[0.0453115882418343, 0.09800630865915472, -0.030574268018317086, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
65,"[0.045311588793992996, 0.09800630807876587, -0.030574267730116844, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",8,-0.3993264986565989,"[0.0397536673156238, 0.09430660219291614, -0.030654502546420437, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
66,"[0.03975366801023483, 0.09430660307407379, -0.030654503032565117, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",7,-0.3981700427815223,"[0.039161298234085984, 0.09389039188410647, -0.030684830831608, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
67,"[0.03916129842400551, 0.09389039129018784, -0.030684830620884895, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",1,-0.398095287276235,"[0.03878864256773831, 0.09392716780805105, -0.030915340200635022, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
68,"[0.03878864273428917, 0.09392716735601425, -0.030915340408682823, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",9,-0.3975283394885764,"[0.03839015429795417, 0.09370372701028246, -0.03111700001176876, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
69,"[0.038390155881643295, 0.0937037244439125, -0.031116999685764313, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",1,-0.4094438402867489,"[0.040254362005288924, 0.09878268185118705, -0.03379105798934179, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
70,"[0.04025436192750931, 0.09878268092870712, -0.033791057765483856, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",6,-0.4340468358813997,"[0.04557529720180507, 0.1084172951522826, -0.03991371138527344, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
71,"[0.04557529836893082, 0.10841729491949081, -0.039913710206747055, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",2,-0.4575075452308983,"[0.0512679611845938, 0.11736295311827899, -0.04535520364640577, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
72,"[0.05126796290278435, 0.11736295372247696, -0.04535520449280739, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",2,-0.4801013750529418,"[0.05719488166712462, 0.12568930395371608, -0.051043980628279084, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
73,"[0.05719488114118576, 0.125689297914505, -0.051043979823589325, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",5,-0.5023501291710856,"[0.0632877468506838, 0.13357359086567233, -0.0566038727786502, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
74,"[0.06328774988651276, 0.13357359170913696, -0.056603871285915375, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",8,-0.5240561853270101,"[0.06952455233015505, 0.14113340635334531, -0.062260717998417814, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
75,"[0.06952454894781113, 0.1411334127187729, -0.062260717153549194, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",1,-0.5457552135892276,"[0.0758680708386771, 0.1483226006930075, -0.06795512811773341, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
76,"[0.07586807012557983, 0.14832259714603424, -0.0679551288485527, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",6,-0.5679432654076766,"[0.0827245686837874, 0.15558047115326118, -0.07407619067074034, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
77,"[0.08272457122802734, 0.15558047592639923, -0.07407619059085846, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",1,-0.5896698399854501,"[0.08959021988724108, 0.16234699228034033, -0.08014908017168032, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
78,"[0.08959022164344788, 0.1623469889163971, -0.0801490768790245, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",6,-0.6114408736617005,"[0.09668685953032966, 0.16885887548722117, -0.08638029587902463, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
79,"[0.09668686240911484, 0.1688588708639145, -0.08638029545545578, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",2,-0.6329015514611753,"[0.10388205640604696, 0.17500110673153102, -0.09265335443431466, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
80,"[0.10388205945491791, 0.1750010997056961, -0.09265335649251938, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",8,-0.6532869036426485,"[0.11092402523933767, 0.1805931877053309, -0.09875051682153912, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
81,"[0.11092402786016464, 0.18059319257736206, -0.0987505167722702, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",5,-0.6738226990765148,"[0.11819210292048368, 0.18595747549791758, -0.10501030988471971, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
82,"[0.11819210648536682, 0.18595747649669647, -0.10501030832529068, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",2,-0.6937396261126954,"[0.12541811291757105, 0.19090208965226596, -0.11119340384943255, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
83,"[0.12541811168193817, 0.19090208411216736, -0.11119340360164642, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",8,-0.7132861726260776,"[0.13267421743349067, 0.19550029203379193, -0.11736963130646705, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
84,"[0.1326742172241211, 0.19550029933452606, -0.1173696294426918, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",5,-0.7327178102523497,"[0.14002023017403661, 0.19979790507713524, -0.12359247828411757, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
85,"[0.1400202363729477, 0.19979789853096008, -0.12359248101711273, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",4,-0.7514448185014719,"[0.14676466070579147, 0.20362816134182482, -0.13045487042790094, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
86,"[0.14676466584205627, 0.20362816751003265, -0.1304548680782318, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",5,-0.7700709745330527,"[0.15456392593016108, 0.20723963928804912, -0.13618732564794578, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
87,"[0.15456391870975494, 0.20723964273929596, -0.1361873298883438, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",1,-0.7881172774539568,"[0.16201449203840973, 0.21062550872228475, -0.14187369720467635, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
88,"[0.16201449930667877, 0.2106255143880844, -0.14187370240688324, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",2,-0.8059421460397104,"[0.1693471508991231, 0.2136116005150268, -0.14792025757009586, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
89,"[0.1693471521139145, 0.21361160278320312, -0.14792025089263916, -0.010000013746321201, 0.10000009089708328, -0.024959707632660866]",0,-0.8230593194958002,"[0.17653086306856508, 0.21626067582118896, -0.1537497123249728, -0.010000013491438253, 0.10000009137406204, -0.02495970701548622]"
