Format Version,1.23,Take Name,RightToLeft,Take Notes,,Capture Frame Rate,240.000000,Export Frame Rate,240.000000,Capture Start Time,2022-07-14 12.08.44.023 PM,Capture Start Frame,1070568,Total Frames in Take,2188,Total Exported Frames,2188,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1054,4.391667,0.000851,-0.013550,0.000592,-0.999908,0.140110,0.067018,0.721972,0.000933,0.113914,0.050017,0.754363,0.036570,0.135350,0.123522,0.721921,0.980597,0.138341,0.084567,0.682748,0.983972,0.172835,0.009965,0.728854,0.992522,-0.137754,-0.109636,-0.151401,-0.972667,0.081697,0.072778,0.779894,0.000536,0.068050,0.044946,0.770470,0.902268,0.066673,0.085490,0.782313,0.858233,0.110368,0.087899,0.786900,0.893064,-0.061228,-0.153874,-0.069675,-0.983727,-0.067546,0.182847,0.732363,0.001689,-0.164825,0.243036,0.743861,0.562749,0.009177,0.107620,0.772650,0.882616,0.045117,0.136215,0.737452,0.000001,-0.159655,0.244516,0.675491,0.684851,-0.000396,0.000114,-0.000177,1.000000,0.133463,0.001395,0.572119,0.030184,0.094083,0.001576,0.527690,0.000001,0.096234,0.001248,0.623188,0.000001,0.170188,0.001730,0.521636,0.997838,0.173347,0.001024,0.615960,0.997554,0.010253,-0.023374,0.001781,-0.999673,-0.206629,0.483581,0.562869,0.001394,-0.249297,0.565748,0.681988,0.345365,-0.210883,0.542214,0.524793,0.678816,-0.159707,0.342781,0.481826,0.765523,-0.248907,0.563336,0.682547,-0.210772,0.542844,0.523644,-0.160000,0.343468,0.482525,0.116615,0.052756,0.754355,0.135339,0.123533,0.721940,0.138331,0.084545,0.682725,0.172829,0.009948,0.728858,0.068296,0.044649,0.770404,0.066725,0.086022,0.782475,0.110070,0.087664,0.786804,-0.166136,0.244046,0.743620,0.009487,0.107390,0.772406,0.043281,0.140903,0.739896,-0.158771,0.243789,0.675958,0.096251,0.001192,0.623062,0.094219,0.001632,0.527696,0.170187,0.001730,0.521616,0.173347,0.001024,0.615982
1055,4.395833,0.000727,-0.013885,0.000565,-0.999903,0.140086,0.067033,0.721709,0.000942,0.113912,0.050023,0.754114,0.038330,0.135323,0.123537,0.721675,0.993924,0.138289,0.084592,0.682491,0.991784,0.172818,0.009980,0.728555,0.995558,-0.137980,-0.109381,-0.149938,-0.972891,0.081670,0.072821,0.779637,0.000465,0.067939,0.045031,0.770208,0.902202,0.066684,0.085577,0.782057,0.860331,0.110386,0.087853,0.786647,0.902121,-0.061345,-0.154089,-0.069692,-0.983685,-0.067539,0.182858,0.732185,0.001649,-0.164814,0.243041,0.743738,0.581694,0.009205,0.107625,0.772421,0.885848,0.045127,0.136228,0.737213,0.000001,-0.159675,0.244536,0.675367,0.690900,-0.000310,0.000147,-0.000293,1.000000,0.133469,0.001395,0.572111,0.030177,0.094086,0.001593,0.527685,0.000001,0.096243,0.001249,0.623182,0.000001,0.170190,0.001731,0.521626,0.994845,0.173356,0.001008,0.615950,0.994561,0.010023,-0.023443,0.001609,-0.999674,-0.206624,0.483529,0.562833,0.001357,-0.249302,0.565626,0.681997,0.373362,-0.210904,0.542178,0.524785,0.671211,-0.159667,0.342782,0.481718,0.744247,-0.248922,0.563331,0.682487,-0.210795,0.542842,0.523616,-0.159963,0.343447,0.482450,0.116613,0.052760,0.754104,0.135297,0.123590,0.721690,0.138288,0.084553,0.682482,0.172818,0.009938,0.728550,0.068153,0.044806,0.770161,0.066745,0.086009,0.782190,0.110112,0.087647,0.786562,-0.166118,0.244044,0.743505,0.009509,0.107399,0.772174,0.043399,0.140970,0.739606,-0.158784,0.243803,0.675833,0.096254,0.001212,0.623043,0.094224,0.001631,0.527700,0.170189,0.001731,0.521618,0.173355,0.001008,0.615959
1056,4.400000,0.001076,-0.013937,0.000685,-0.999902,0.140089,0.067039,0.721406,0.000935,0.113915,0.050057,0.753825,0.038664,0.135339,0.123544,0.721333,0.984807,0.138293,0.084570,0.682176,0.990081,0.172809,0.009983,0.728288,0.989412,-0.138059,-0.109609,-0.151201,-0.972658,0.081769,0.072731,0.779351,0.000560,0.068109,0.044910,0.769913,0.921413,0.066752,0.085448,0.781779,0.886074,0.110448,0.087834,0.786362,0.911625,-0.061361,-0.154224,-0.069698,-0.983663,-0.067531,0.182864,0.731977,0.001663,-0.164804,0.243045,0.743558,0.584651,0.009226,0.107633,0.772191,0.887007,0.045138,0.136238,0.736974,0.000001,-0.159684,0.244541,0.675185,0.688751,-0.000197,0.000113,-0.000307,1.000000,0.133468,0.001383,0.572110,0.030176,0.094088,0.001592,0.527682,0.000001,0.096238,0.001227,0.623179,0.000001,0.170193,0.001730,0.521628,0.998030,0.173352,0.000985,0.615952,0.997732,0.009696,-0.023572,0.001529,-0.999674,-0.206636,0.483506,0.562795,0.001404,-0.249295,0.565519,0.682023,0.405623,-0.210934,0.542180,0.524786,0.662710,-0.159680,0.342819,0.481575,0.742088,-0.248926,0.563341,0.682450,-0.210813,0.542832,0.523572,-0.160003,0.343526,0.482395,0.116614,0.052802,0.753816,0.135311,0.123584,0.721319,0.138289,0.084559,0.682195,0.172814,0.009926,0.728284,0.068339,0.044569,0.769832,0.066833,0.086009,0.781952,0.110136,0.087614,0.786270,-0.166111,0.244054,0.743274,0.009537,0.107402,0.771949,0.043432,0.140988,0.739389,-0.158796,0.243807,0.675696,0.096245,0.001190,0.623065,0.094227,0.001629,0.527703,0.170192,0.001730,0.521619,0.173351,0.000985,0.615963
1057,4.404167,0.000752,-0.014622,0.000721,-0.999893,0.140133,0.067093,0.721158,0.000958,0.114002,0.050093,0.753603,0.037570,0.135387,0.123599,0.721129,0.987196,0.138284,0.084650,0.681942,0.994464,0.172857,0.010030,0.727959,0.985818,-0.138794,-0.109803,-0.150634,-0.972620,0.081777,0.072782,0.779068,0.000529,0.068075,0.044990,0.769605,0.895197,0.066776,0.085514,0.781523,0.851796,0.110479,0.087842,0.786076,0.901740,-0.061436,-0.154404,-0.069802,-0.983622,-0.067517,0.182884,0.731801,0.001657,-0.164798,0.243043,0.743427,0.581302,0.009271,0.107662,0.771975,0.885746,0.045164,0.136280,0.736749,0.000001,-0.159703,0.244551,0.675053,0.685037,-0.000285,0.000055,-0.000246,1.000000,0.133460,0.001389,0.572118,0.030185,0.094085,0.001586,0.527685,0.000001,0.096224,0.001237,0.623183,0.000001,0.170191,0.001731,0.521640,0.997601,0.173339,0.001003,0.615965,0.997405,0.009676,-0.023529,0.001497,-0.999675,-0.206653,0.483503,0.562745,0.001403,-0.249327,0.565508,0.681973,0.437677,-0.210951,0.542178,0.524738,0.654147,-0.159681,0.342822,0.481523,0.717434,-0.248955,0.563335,0.682382,-0.210833,0.542830,0.523536,-0.160008,0.343534,0.482356,0.116705,0.052822,0.753587,0.135349,0.123705,0.721160,0.138289,0.084583,0.681920,0.172864,0.009964,0.727950,0.068304,0.044702,0.769540,0.066852,0.086021,0.781680,0.110174,0.087623,0.785984,-0.166102,0.244048,0.743150,0.009576,0.107436,0.771730,0.043473,0.140999,0.739147,-0.158806,0.243810,0.675562,0.096253,0.001198,0.623064,0.094220,0.001624,0.527706,0.170189,0.001731,0.521619,0.173338,0.001003,0.615986
1058,4.408333,0.000717,-0.014725,0.000382,-0.999891,0.140120,0.067073,0.720827,0.000951,0.114008,0.050053,0.753276,0.039141,0.135337,0.123576,0.720803,0.981178,0.138252,0.084632,0.681613,0.984697,0.172885,0.010032,0.727617,0.988396,-0.138617,-0.110154,-0.150727,-0.972591,0.081804,0.072766,0.778814,0.000555,0.068106,0.044965,0.769371,0.904085,0.066801,0.085494,0.781273,0.861356,0.110505,0.087839,0.785798,0.897741,-0.061602,-0.154499,-0.069896,-0.983590,-0.067506,0.182889,0.731626,0.001632,-0.164794,0.243029,0.743293,0.584882,0.009301,0.107665,0.771758,0.888577,0.045183,0.136300,0.736534,0.000001,-0.159714,0.244561,0.674918,0.679073,-0.000375,0.000075,-0.000148,1.000000,0.133465,0.001394,0.572117,0.030184,0.094088,0.001575,0.527685,0.000001,0.096231,0.001243,0.623183,0.000001,0.170193,0.001734,0.521638,0.994712,0.173345,0.001024,0.615962,0.994472,0.009600,-0.023608,0.001454,-0.999674,-0.206662,0.483482,0.562713,0.001406,-0.249324,0.565465,0.681960,0.451622,-0.210971,0.542162,0.524716,0.653524,-0.159691,0.342818,0.481462,0.709139,-0.248958,0.563338,0.682348,-0.210851,0.542817,0.523501,-0.160024,0.343532,0.482318,0.116709,0.052787,0.753260,0.135314,0.123637,0.720841,0.138243,0.084590,0.681569,0.172889,0.009986,0.727622,0.068343,0.044671,0.769305,0.066889,0.086016,0.781435,0.110180,0.087610,0.785702,-0.166093,0.244030,0.743032,0.009599,0.107444,0.771510,0.043545,0.141000,0.738862,-0.158802,0.243810,0.675421,0.096248,0.001192,0.623063,0.094223,0.001626,0.527708,0.170192,0.001734,0.521616,0.173345,0.001024,0.615984
1059,4.412500,0.000539,-0.015556,0.000145,-0.999879,0.140156,0.067071,0.720560,0.000956,0.114105,0.050027,0.753046,0.040184,0.135346,0.123572,0.720565,0.977863,0.138214,0.084644,0.681356,0.977003,0.172959,0.010043,0.727275,0.995053,-0.138139,-0.110103,-0.150809,-0.972652,0.081843,0.072755,0.778564,0.000566,0.068154,0.044943,0.769142,0.906042,0.066836,0.085482,0.781006,0.862786,0.110539,0.087841,0.785542,0.894245,-0.061733,-0.154633,-0.069984,-0.983555,-0.067485,0.182906,0.731444,0.001632,-0.164779,0.243028,0.743155,0.586570,0.009345,0.107683,0.771534,0.889801,0.045212,0.136333,0.736308,0.000001,-0.159718,0.244580,0.674779,0.679147,-0.000222,0.000109,-0.000306,1.000000,0.133469,0.001385,0.572113,0.030176,0.094090,0.001591,0.527684,0.000001,0.096239,0.001230,0.623182,0.000001,0.170195,0.001728,0.521631,0.997467,0.173353,0.000989,0.615955,0.997257,0.009653,-0.023615,0.001469,-0.999673,-0.206672,0.483485,0.562677,0.001406,-0.249330,0.565482,0.681916,0.447493,-0.210980,0.542161,0.524674,0.654102,-0.159706,0.342811,0.481440,0.710872,-0.248963,0.563340,0.682313,-0.210860,0.542815,0.523460,-0.160037,0.343524,0.482288,0.116806,0.052755,0.753025,0.135328,0.123635,0.720624,0.138212,0.084572,0.681299,0.172952,0.010024,0.727273,0.068392,0.044659,0.769079,0.066938,0.085996,0.781168,0.110198,0.087610,0.785444,-0.166076,0.244026,0.742914,0.009637,0.107467,0.771283,0.043555,0.140990,0.738644,-0.158801,0.243826,0.675266,0.096248,0.001192,0.623074,0.094222,0.001630,0.527702,0.170194,0.001729,0.521621,0.173352,0.000988,0.615966
1060,4.416667,0.000468,-0.015823,-0.000029,-0.999875,0.140141,0.067026,0.720282,0.000942,0.114113,0.049968,0.752779,0.039318,0.135311,0.123525,0.720297,0.985861,0.138172,0.084604,0.681081,0.983102,0.172967,0.010008,0.726971,0.995833,-0.137502,-0.109488,-0.152232,-0.972590,0.081946,0.072685,0.778230,0.000653,0.068351,0.044828,0.768805,0.886020,0.066900,0.085372,0.780637,0.835894,0.110588,0.087855,0.785249,0.883471,-0.064103,-0.152249,-0.070820,-0.983715,-0.067290,0.182976,0.731143,0.001615,-0.164673,0.242980,0.742729,0.567891,0.009404,0.107589,0.771185,0.894656,0.045412,0.136445,0.736272,0.000001,-0.159304,0.244892,0.674386,0.667509,-0.000406,0.000050,-0.000161,1.000000,0.133464,0.001393,0.572121,0.030185,0.094090,0.001572,0.527688,0.000001,0.096228,0.001247,0.623186,0.000001,0.170196,0.001729,0.521644,0.994517,0.173343,0.001025,0.615968,0.994248,0.009543,-0.023652,0.001446,-0.999674,-0.206679,0.483468,0.562644,0.001401,-0.249332,0.565438,0.681905,0.460124,-0.210992,0.542153,0.524655,0.651651,-0.159714,0.342814,0.481373,0.707100,-0.248969,0.563342,0.682277,-0.210872,0.542813,0.523433,-0.160049,0.343526,0.482242,0.116812,0.052703,0.752760,0.135300,0.123557,0.720343,0.138162,0.084559,0.681031,0.172960,0.009993,0.726976,0.068598,0.044455,0.768717,0.067040,0.085984,0.780830,0.110202,0.087616,0.785144,-0.166054,0.244017,0.742789,0.009662,0.107405,0.770908,0.043532,0.140972,0.738396,-0.158282,0.244077,0.674627,0.096249,0.001195,0.623069,0.094226,0.001624,0.527702,0.170194,0.001729,0.521622,0.173343,0.001025,0.615991
1061,4.420833,0.001119,-0.016962,0.000105,-0.999856,0.140156,0.067026,0.719995,0.000932,0.114198,0.050016,0.752574,0.038126,0.135340,0.123526,0.719948,0.995020,0.138102,0.084553,0.680776,0.991902,0.172983,0.010008,0.726683,0.995062,-0.137828,-0.109172,-0.150986,-0.972773,0.081936,0.072742,0.777955,0.000604,0.068269,0.044925,0.768515,0.911018,0.066923,0.085468,0.780364,0.865900,0.110616,0.087833,0.784985,0.880730,-0.064297,-0.152610,-0.070875,-0.983643,-0.067244,0.182949,0.730918,0.001646,-0.164624,0.242938,0.742600,0.558730,0.009489,0.107556,0.770876,0.890692,0.045468,0.136428,0.735946,0.000001,-0.159307,0.244876,0.674253,0.672260,-0.000356,0.000145,-0.000211,1.000000,0.133473,0.001391,0.572113,0.030179,0.094090,0.001578,0.527687,0.000001,0.096247,0.001243,0.623185,0.000001,0.170195,0.001728,0.521629,0.996188,0.173360,0.001014,0.615953,0.995961,0.009535,-0.023747,0.001380,-0.999672,-0.206688,0.483461,0.562605,0.001404,-0.249328,0.565423,0.681875,0.466780,-0.211016,0.542146,0.524617,0.647930,-0.159720,0.342815,0.481322,0.705882,-0.248970,0.563353,0.682245,-0.210893,0.542807,0.523380,-0.160056,0.343525,0.482197,0.116895,0.052760,0.752547,0.135332,0.123526,0.719966,0.138088,0.084541,0.680749,0.172978,0.009991,0.726692,0.068523,0.044681,0.768466,0.067060,0.085961,0.780522,0.110224,0.087584,0.784876,-0.166034,0.243998,0.742653,0.009765,0.107357,0.770602,0.043505,0.140954,0.738162,-0.158299,0.244072,0.674493,0.096256,0.001191,0.623074,0.094220,0.001630,0.527707,0.170194,0.001728,0.521613,0.173360,0.001014,0.615969
1062,4.425000,0.001197,-0.018113,0.000391,-0.999835,0.140164,0.067061,0.719751,0.000942,0.114272,0.050072,0.752392,0.039168,0.135381,0.123564,0.719705,0.987600,0.138030,0.084583,0.680533,0.985965,0.172974,0.010026,0.726373,0.995775,-0.137731,-0.109840,-0.150693,-0.972757,0.081975,0.072745,0.777671,0.000535,0.068285,0.044928,0.768263,0.911075,0.066969,0.085477,0.780095,0.871407,0.110670,0.087829,0.784656,0.895255,-0.064501,-0.152665,-0.070936,-0.983616,-0.067230,0.182946,0.730742,0.001650,-0.164612,0.242923,0.742461,0.559991,0.009513,0.107541,0.770657,0.890733,0.045486,0.136430,0.735734,0.000001,-0.159305,0.244890,0.674114,0.673599,-0.000190,0.000092,-0.000274,1.000000,0.133466,0.001384,0.572112,0.030178,0.094088,0.001591,0.527681,0.000001,0.096235,0.001224,0.623179,0.000001,0.170193,0.001733,0.521631,0.997169,0.173348,0.000988,0.615955,0.996974,0.009475,-0.023777,0.001385,-0.999671,-0.206702,0.483446,0.562573,0.001398,-0.249334,0.565393,0.681856,0.474372,-0.211031,0.542135,0.524593,0.644726,-0.159741,0.342808,0.481270,0.706097,-0.248980,0.563353,0.682219,-0.210907,0.542801,0.523343,-0.160076,0.343512,0.482150,0.116972,0.052807,0.752356,0.135367,0.123597,0.719739,0.138025,0.084537,0.680501,0.172967,0.010011,0.726372,0.068547,0.044692,0.768217,0.067025,0.085966,0.780244,0.110352,0.087576,0.784554,-0.166019,0.243979,0.742521,0.009790,0.107343,0.770383,0.043511,0.140970,0.737936,-0.158300,0.244089,0.674348,0.096252,0.001187,0.623072,0.094221,0.001628,0.527707,0.170192,0.001733,0.521620,0.173348,0.000988,0.615967
1063,4.429167,0.000820,-0.018259,0.000236,-0.999833,0.140108,0.067041,0.719453,0.000942,0.114230,0.050019,0.752088,0.038792,0.135308,0.123542,0.719451,0.988856,0.137957,0.084592,0.680249,0.985604,0.172936,0.010010,0.726022,0.992849,-0.138400,-0.109918,-0.150698,-0.972653,0.082033,0.072747,0.777362,0.000539,0.068338,0.044945,0.767922,0.904290,0.067030,0.085478,0.779808,0.862707,0.110732,0.087820,0.784355,0.897450,-0.064343,-0.152818,-0.070819,-0.983611,-0.067222,0.182959,0.730539,0.001648,-0.164592,0.242956,0.742265,0.549999,0.009520,0.107557,0.770459,0.887737,0.045487,0.136427,0.735515,0.000001,-0.159304,0.244897,0.673916,0.675562,-0.000163,0.000133,-0.000310,1.000000,0.133467,0.001385,0.572113,0.030176,0.094086,0.001597,0.527686,0.000001,0.096240,0.001224,0.623183,0.000001,0.170190,0.001734,0.521629,0.997659,0.173353,0.000983,0.615953,0.997435,0.009489,-0.023798,0.001378,-0.999671,-0.206716,0.483452,0.562534,0.001397,-0.249344,0.565403,0.681817,0.472167,-0.211047,0.542141,0.524552,0.644820,-0.159756,0.342813,0.481234,0.707530,-0.248990,0.563354,0.682185,-0.210923,0.542807,0.523304,-0.160090,0.343516,0.482108,0.116929,0.052758,0.752055,0.135297,0.123564,0.719488,0.137941,0.084568,0.680199,0.172936,0.009985,0.726035,0.068605,0.044676,0.767866,0.067067,0.086002,0.779966,0.110428,0.087564,0.784253,-0.166030,0.244037,0.742333,0.009812,0.107346,0.770191,0.043504,0.140960,0.737602,-0.158304,0.244101,0.674138,0.096251,0.001196,0.623070,0.094222,0.001626,0.527707,0.170189,0.001734,0.521620,0.173352,0.000983,0.615963
1064,4.433333,0.000480,-0.018601,-0.000046,-0.999827,0.140064,0.067068,0.719168,0.000955,0.114218,0.050010,0.751810,0.039831,0.135233,0.123567,0.719209,0.979843,0.137877,0.084645,0.679978,0.981260,0.172928,0.010052,0.725675,0.993176,-0.138890,-0.110380,-0.150647,-0.972539,0.082048,0.072717,0.777086,0.000555,0.068341,0.044923,0.767638,0.896747,0.067048,0.085446,0.779559,0.852817,0.110755,0.087783,0.784061,0.897218,-0.064604,-0.152778,-0.071037,-0.983585,-0.067232,0.182957,0.730335,0.001640,-0.164623,0.242913,0.742091,0.548694,0.009534,0.107558,0.770216,0.886822,0.045493,0.136461,0.735291,0.000001,-0.159332,0.244896,0.673743,0.678586,-0.000286,0.000152,-0.000209,1.000000,0.133471,0.001389,0.572114,0.030176,0.094088,0.001582,0.527688,0.000001,0.096246,0.001234,0.623186,0.000001,0.170192,0.001733,0.521629,0.997586,0.173359,0.001006,0.615953,0.997390,0.009294,-0.023891,0.001244,-0.999671,-0.206709,0.483419,0.562499,0.001373,-0.249336,0.565311,0.681822,0.497105,-0.211063,0.542121,0.524542,0.639479,-0.159729,0.342824,0.481134,0.704970,-0.248992,0.563356,0.682149,-0.210939,0.542803,0.523277,-0.160064,0.343510,0.482034,0.116917,0.052742,0.751774,0.135210,0.123633,0.719250,0.137879,0.084577,0.679946,0.172922,0.010026,0.725667,0.068613,0.044619,0.767571,0.067078,0.086009,0.779729,0.110453,0.087523,0.783958,-0.166066,0.243996,0.742166,0.009831,0.107343,0.769950,0.043517,0.140967,0.737371,-0.158340,0.244107,0.673956,0.096257,0.001191,0.623072,0.094222,0.001624,0.527709,0.170191,0.001733,0.521619,0.173358,0.001006,0.615963
1065,4.437500,0.000183,-0.018962,0.000037,-0.999820,0.140058,0.067056,0.718898,0.000959,0.114233,0.049983,0.751549,0.040121,0.135237,0.123556,0.718976,0.975163,0.137846,0.084656,0.679721,0.976265,0.172917,0.010030,0.725348,0.990181,-0.139262,-0.110999,-0.151105,-0.972344,0.082074,0.072724,0.776831,0.000544,0.068385,0.044922,0.767380,0.896537,0.067064,0.085435,0.779331,0.853222,0.110774,0.087815,0.783781,0.901538,-0.064657,-0.152964,-0.071059,-0.983551,-0.067248,0.182983,0.730155,0.001640,-0.164638,0.242933,0.741953,0.557595,0.009538,0.107584,0.770000,0.891683,0.045482,0.136493,0.735064,0.000001,-0.159373,0.244922,0.673603,0.670897,-0.000339,0.000058,-0.000194,1.000000,0.133464,0.001397,0.572120,0.030184,0.094089,0.001585,0.527687,0.000001,0.096229,0.001247,0.623185,0.000001,0.170194,0.001737,0.521642,0.995292,0.173343,0.001020,0.615966,0.995023,0.009235,-0.023954,0.001222,-0.999670,-0.206722,0.483408,0.562467,0.001369,-0.249337,0.565285,0.681805,0.505049,-0.211083,0.542115,0.524517,0.637302,-0.159746,0.342825,0.481079,0.703906,-0.248997,0.563360,0.682121,-0.210958,0.542801,0.523245,-0.160082,0.343507,0.481987,0.116932,0.052713,0.751512,0.135217,0.123629,0.719040,0.137836,0.084594,0.679650,0.172919,0.009991,0.725356,0.068643,0.044607,0.767308,0.067098,0.085996,0.779501,0.110483,0.087569,0.783683,-0.166052,0.243992,0.742049,0.009811,0.107389,0.769726,0.043540,0.140990,0.737135,-0.158354,0.244114,0.673807,0.096251,0.001207,0.623049,0.094225,0.001624,0.527705,0.170193,0.001738,0.521623,0.173343,0.001020,0.615986
1066,4.441667,0.000872,-0.019203,0.000031,-0.999815,0.140040,0.067039,0.718551,0.000933,0.114231,0.050010,0.751238,0.040121,0.135217,0.123538,0.718554,0.975163,0.137808,0.084585,0.679350,0.976265,0.172905,0.010023,0.725064,0.990181,-0.139161,-0.110661,-0.150985,-0.972415,0.082122,0.072712,0.776580,0.000545,0.068430,0.044913,0.767124,0.896537,0.067114,0.085429,0.779068,0.853222,0.110823,0.087794,0.783548,0.901538,-0.063589,-0.154972,-0.070487,-0.983347,-0.067422,0.182891,0.729945,0.001648,-0.164734,0.242920,0.741974,0.557595,0.009482,0.107554,0.769679,0.891683,0.045303,0.136355,0.734529,0.000001,-0.159738,0.244733,0.673600,0.670897,-0.000207,0.000123,-0.000252,1.000000,0.133469,0.001381,0.572112,0.030177,0.094089,0.001585,0.527684,0.000001,0.096241,0.001221,0.623182,0.000001,0.170194,0.001730,0.521629,0.995292,0.173354,0.000988,0.615953,0.995023,0.009205,-0.023958,0.001233,-0.999670,-0.206737,0.483399,0.562433,0.001370,-0.249349,0.565270,0.681776,0.505049,-0.211097,0.542108,0.524486,0.637302,-0.159765,0.342820,0.481036,0.703906,-0.249011,0.563356,0.682087,-0.210971,0.542794,0.523211,-0.160103,0.343503,0.481950,0.116926,0.052760,0.751202,0.135195,0.123560,0.718541,0.137799,0.084587,0.679360,0.172910,0.009971,0.725067,0.068663,0.044605,0.767053,0.067191,0.085961,0.779233,0.110513,0.087571,0.783454,-0.166088,0.243955,0.741808,0.009763,0.107349,0.769413,0.043610,0.141040,0.736902,-0.158754,0.243931,0.674039,0.096249,0.001189,0.623066,0.094223,0.001617,0.527705,0.170192,0.001730,0.521618,0.173354,0.000988,0.615965
1067,4.445833,0.000522,-0.019729,-0.000105,-0.999805,0.140032,0.067029,0.718286,0.000933,0.114262,0.049970,0.750988,0.037401,0.135194,0.123527,0.718333,0.991505,0.137754,0.084602,0.679100,0.996513,0.172918,0.010016,0.724724,0.987047,-0.138175,-0.110171,-0.150993,-0.972611,0.082142,0.072689,0.776317,0.000533,0.068463,0.044872,0.766894,0.901765,0.067130,0.085410,0.778762,0.859527,0.110833,0.087785,0.783294,0.901730,-0.063620,-0.155070,-0.070528,-0.983327,-0.067390,0.182870,0.729727,0.001637,-0.164705,0.242890,0.741779,0.571928,0.009528,0.107537,0.769441,0.890403,0.045340,0.136343,0.734285,0.000001,-0.159722,0.244708,0.673404,0.664151,-0.000287,0.000153,-0.000196,1.000000,0.133471,0.001382,0.572112,0.030175,0.094088,0.001575,0.527687,0.000001,0.096246,0.001226,0.623185,0.000001,0.170192,0.001728,0.521627,0.997214,0.173359,0.001001,0.615951,0.997003,0.009378,-0.024269,0.000980,-0.999661,-0.206777,0.483392,0.562375,0.001389,-0.249356,0.565280,0.681717,0.507917,-0.211190,0.542086,0.524411,0.636781,-0.159784,0.342809,0.480995,0.702572,-0.249020,0.563359,0.682052,-0.211059,0.542764,0.523111,-0.160122,0.343498,0.481904,0.116957,0.052715,0.750949,0.135176,0.123549,0.718338,0.137748,0.084583,0.679096,0.172915,0.009985,0.724723,0.068691,0.044580,0.766828,0.067209,0.085921,0.778921,0.110526,0.087566,0.783202,-0.166028,0.243904,0.741581,0.009815,0.107326,0.769182,0.043671,0.141047,0.736669,-0.158776,0.243933,0.673861,0.096249,0.001187,0.623063,0.094214,0.001614,0.527707,0.170191,0.001728,0.521619,0.173358,0.001001,0.615961
