,state,action,reward,next_state,distribution
30,"[1.177847981452942, -0.37276729941368103, 0.8928534388542175, 1.5707963705062866, 1.5707963705062866, 1.9091373682022095, 0.5291445255279541, -61.28105163574219, 0.25176796317100525, 0.10203474014997482, -8.510130882263184]",5,100.0,"[1.1768498967168144, -0.3814830315241513, 0.8769377622324479, 1.5707963267948966, 1.5707963267948966, 1.7774025080345428, 0.4831737976028001, -56.92680736072839, 0.2517679644482129, 0.1020347399165544, -8.51013118630351]","[0.06117840111255646, 0.004136266186833382, 0.049446508288383484, 0.09527891129255295, 0.47276899218559265, 0.014080478809773922, 0.05560236796736717, 0.015131907537579536, 0.011659806594252586, 0.22071635723114014]"
31,"[1.1768498420715332, -0.3814830183982849, 0.876937747001648, 1.5707963705062866, 1.5707963705062866, 1.7774025201797485, 0.48317378759384155, -56.92680740356445, 0.25176796317100525, 0.10203474014997482, -8.510130882263184]",4,100.0,"[1.1799209532304338, -0.3836478211270465, 0.923770809597343, 1.5707963267948966, 1.5707963267948966, 1.6944713605053394, 0.4571772800757125, -54.22479733819699, 0.257453561680613, 0.1027547468309504, -8.681257373537903]","[0.06744977831840515, 0.00543146301060915, 0.05482162907719612, 0.10160767287015915, 0.4351903200149536, 0.017447633668780327, 0.06154952198266983, 0.01814691722393036, 0.01431169081479311, 0.22404342889785767]"
32,"[1.1799209117889404, -0.3836478292942047, 0.9237707853317261, 1.5707963705062866, 1.5707963705062866, 1.6944713592529297, 0.4571772813796997, -54.224796295166016, 0.2574535608291626, 0.10275474935770035, -8.681257247924805]",4,100.0,"[1.1861027040825909, -0.3803512638484193, 0.9422574275265174, 1.5707963267948966, 1.5707963267948966, 1.7395133940261314, 0.4728578852774689, -55.71307828692306, 0.2503391436144255, 0.1007992573445331, -8.453110568924615]","[0.07169938832521439, 0.006418094504624605, 0.05837384611368179, 0.10587168484926224, 0.40889665484428406, 0.019980618730187416, 0.06585640460252762, 0.02024943009018898, 0.016175685450434685, 0.22647824883460999]"
33,"[1.1861027479171753, -0.3803512752056122, 0.9422574043273926, 1.5707963705062866, 1.5707963705062866, 1.7395133972167969, 0.47285789251327515, -55.713077545166016, 0.250339150428772, 0.10079925507307053, -8.453110694885254]",5,100.0,"[1.180964720547116, -0.3822025925793839, 0.9300133353310942, 1.5707963267948966, 1.5707963267948966, 1.7762137401379654, 0.4810284536341584, -56.86451507948789, 0.2229550048720856, 0.094847732875885, -7.595887456382798]","[0.06914103776216507, 0.0058407410979270935, 0.05626671016216278, 0.10337971150875092, 0.42546752095222473, 0.018572822213172913, 0.06326690316200256, 0.01908637024462223, 0.015155124478042126, 0.22382308542728424]"
34,"[1.180964708328247, -0.3822025954723358, 0.9300133585929871, 1.5707963705062866, 1.5707963705062866, 1.7762137651443481, 0.4810284674167633, -56.8645133972168, 0.22295500338077545, 0.09484773129224777, -7.595887660980225]",5,100.0,"[1.1551009160440513, -0.3848320713697793, 0.8276029670588236, 1.5707963267948966, 1.5707963267948966, 1.7754550143410004, 0.4805241950822427, -56.83625382218469, 0.2368966258799378, 0.0986959709068218, -8.043185946529206]","[0.06580056995153427, 0.005391711834818125, 0.05390038341283798, 0.10005578398704529, 0.44735538959503174, 0.017259830608963966, 0.060497984290122986, 0.018193956464529037, 0.014407593756914139, 0.21713683009147644]"
35,"[1.15510094165802, -0.38483208417892456, 0.8276029825210571, 1.5707963705062866, 1.5707963705062866, 1.7754549980163574, 0.4805241823196411, -56.83625411987305, 0.23689661920070648, 0.09869597107172012, -8.04318618774414]",7,100.0,"[1.1644084934012937, -0.4033716789038556, 0.9067370573569544, 0.0, 1.5707963267948966, 1.7479760177477388, 0.4694350982483644, -55.90805285693125, 0.2482805322821715, 0.1002615545355674, -8.38746845515169]","[0.0666339248418808, 0.0054422225803136826, 0.054473020136356354, 0.10074900835752487, 0.44086501002311707, 0.017298977822065353, 0.061026860028505325, 0.018198460340499878, 0.014374793507158756, 0.22093774378299713]"
36,"[1.1644084453582764, -0.4033716917037964, 0.9067370295524597, 0.0, 1.5707963705062866, 1.7479760646820068, 0.46943509578704834, -55.90805435180664, 0.24828052520751953, 0.10026155412197113, -8.387468338012695]",5,100.0,"[1.1368374131005197, -0.4142117185040154, 0.8086364140319026, 0.0, 1.5707963267948966, 1.7336884091382103, 0.4579975243941767, -55.35005473775272, 0.2484798753643797, 0.1006733541080744, -8.398605952127525]","[0.06870940327644348, 0.006134809926152229, 0.05688413232564926, 0.10226202011108398, 0.415935754776001, 0.018095150589942932, 0.0636938065290451, 0.018656037747859955, 0.014825048856437206, 0.23480385541915894]"
37,"[1.136837363243103, -0.4142117202281952, 0.8086364269256592, 0.0, 1.5707963705062866, 1.7336883544921875, 0.45799753069877625, -55.35005569458008, 0.24847987294197083, 0.10067335516214371, -8.398606300354004]",4,100.0,"[1.138552474222884, -0.413322067038199, 0.8151824559911999, 0.0, 1.5707963267948966, 1.672524331024542, 0.4364535693685893, -53.3257359289928, 0.2872657892212888, 0.1101584104724002, -9.626774925738689]","[0.06944093108177185, 0.0063581871800124645, 0.05762043967843056, 0.10287637263536453, 0.41081035137176514, 0.018430152907967567, 0.06432056427001953, 0.01905425824224949, 0.015169530175626278, 0.23591917753219604]"
38,"[1.1385524272918701, -0.4133220613002777, 0.8151824474334717, 0.0, 1.5707963705062866, 1.672524333000183, 0.43645358085632324, -53.32573699951172, 0.2872657775878906, 0.11015841364860535, -9.626774787902832]",6,100.0,"[1.5707963267948966, 0.0, 0.0, 1.5707963267948966, 0.0, 1.6759415092312686, 0.4365453911894694, -53.42405571725567, 0.2820865494151334, 0.1092634343363432, -9.467711445484156]","[0.07449360936880112, 0.0071921395137906075, 0.06043313816189766, 0.10660611838102341, 0.3769056797027588, 0.020433608442544937, 0.06938006728887558, 0.0205158032476902, 0.01624731719493866, 0.24779251217842102]"
39,"[1.0412341356277466, -0.4798388183116913, 0.38525986671447754, 0.0, 1.5707963705062866, 1.8875995874404907, 0.49519094824790955, -60.2177848815918, 2.712958335876465, 0.573881983757019, -84.7162857055664]",7,-5.0,"[1.041234163133002, -0.479838803981709, 0.3852598735167463, 0.0, 1.5707963267948966, 1.8875995827016376, 0.4951909503613692, -60.21778399321437, 2.7129583165862705, 0.573881987517241, -84.71628799755354]","[0.09858210384845734, 0.0005341286305338144, 0.022474201396107674, 0.08352026343345642, 0.5623461604118347, 0.012631633318960667, 0.11517864465713501, 0.017449865117669106, 0.007116104941815138, 0.08016693592071533]"
