,state,action,reward,next_state,distribution
414,"[-0.23137308657169342, 0.036846332252025604, 0.041360896080732346, -0.2406054437160492, -1.4010659456253052, 0.010747125372290611, 0.0737619698047638, -0.04905436560511589, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",7,-2.0,"[-0.22980109130010895, 0.017178938030843582, 0.03143914052991903, -0.440839561743652, -1.4010659784079813, 0.017903826892693778, 0.08155618682261168, -0.05194747800746602, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09503732621669769, 0.10488681495189667, 0.10827888548374176, 0.09064891934394836, 0.10284149646759033, 0.08419089019298553, 0.11126512289047241, 0.09960108250379562, 0.09835908561944962, 0.10489042848348618]"
415,"[-0.22980108857154846, 0.017178937792778015, 0.03143914043903351, -0.440839558839798, -1.4010659456253052, 0.017903827130794525, 0.08155618607997894, -0.05194747820496559, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",7,0.0,"[-0.22816353911991616, 0.0188670964922677, 0.041604290672800026, -0.6408808992682395, -1.4010659691771243, 0.01652503097343684, 0.08023315272934711, -0.04835414469847066, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09394383430480957, 0.10462275892496109, 0.10802938789129257, 0.09151621907949448, 0.10234788805246353, 0.08399614691734314, 0.11212104558944702, 0.10060162097215652, 0.09847009181976318, 0.10435105860233307]"
416,"[-0.22816354036331177, 0.018867095932364464, 0.04160429164767265, -0.6408808827400208, -1.4010659456253052, 0.0165250301361084, 0.0802331492304802, -0.048354145139455795, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",8,0.0,"[-0.226670756241937, 0.01951033434375926, 0.046610529226394526, -0.6410213885827636, -1.2020659601707067, 0.017069957211139075, 0.07950323686757454, -0.04763179803707118, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09329554438591003, 0.10391617566347122, 0.10798994451761246, 0.09229087084531784, 0.10180353373289108, 0.08381161838769913, 0.11291451007127762, 0.10145777463912964, 0.09835083782672882, 0.10416918992996216]"
417,"[-0.2266707569360733, 0.019510334357619286, 0.04661053046584129, -0.6410213708877563, -1.2020659446716309, 0.01706995628774166, 0.07950323820114136, -0.047631796449422836, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",3,-2.0,"[-0.22526060103767787, -0.03966686674145503, 0.06073966758163962, -0.6408133906576587, -1.202060930375076, 0.026928171848752763, 0.09498912042977037, -0.05110761829836841, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09393361210823059, 0.10382693260908127, 0.10712217539548874, 0.09284354746341705, 0.10191021114587784, 0.08438773453235626, 0.11257108300924301, 0.10166944563388824, 0.098680779337883, 0.10305449366569519]"
418,"[-0.22526060044765472, -0.03966686502099037, 0.060739666223526, -0.640813410282135, -1.2020609378814697, 0.026928171515464783, 0.0949891209602356, -0.05110761895775795, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",3,-2.0,"[-0.22399877586836148, -0.11115069536084565, 0.0745155262618642, -0.640659742623348, -1.20206589294044, 0.041079154330559, 0.11310577862386229, -0.05709207973413166, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09400886297225952, 0.10414373129606247, 0.10727451741695404, 0.09253691881895065, 0.10201836377382278, 0.08408312499523163, 0.1126600056886673, 0.10178179293870926, 0.09868375211954117, 0.10280890762805939]"
419,"[-0.2239987701177597, -0.11115069687366486, 0.07451552897691727, -0.640659749507904, -1.2020659446716309, 0.04107915610074997, 0.11310578137636185, -0.057092078030109406, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",0,-2.0,"[-0.03225826756601169, -0.11652390664371026, 0.018391081430189082, -0.6389551171095258, -1.2015613474400215, 0.0690393063474132, 0.1218728119412909, -0.03156129641250405, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09403973072767258, 0.10451362282037735, 0.10745291411876678, 0.09225103259086609, 0.10212983936071396, 0.08370867371559143, 0.11282992362976074, 0.10185610502958298, 0.09869104623794556, 0.10252708941698074]"
420,"[-0.03225826844573021, -0.11652390658855438, 0.0183910820633173, -0.6389551162719727, -1.2015613317489624, 0.06903930753469467, 0.12187281250953674, -0.03156129643321037, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",6,0.0,"[-0.027491069465952478, -0.11366224525812996, 0.013145868372893332, -0.44177774179684626, -1.201549119830073, 0.06984984912111117, 0.12240937546897573, -0.028641123811978697, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09431396424770355, 0.10318166762590408, 0.1078866645693779, 0.09210679680109024, 0.10145814716815948, 0.08416454493999481, 0.11336126923561096, 0.10171426087617874, 0.09862251579761505, 0.10319017618894577]"
421,"[-0.027491070330142975, -0.1136622428894043, 0.01314586866647005, -0.4417777359485626, -1.2015491724014282, 0.06984984874725342, 0.12240937352180481, -0.028641123324632645, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",0,-2.0,"[0.10631930712262427, -0.16962839854743805, 0.008679588757960488, -0.4382090174849411, -1.2003776690186028, 0.09909362459012544, 0.13595181325198558, -0.03159386751096527, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09514430910348892, 0.10355155915021896, 0.10832853615283966, 0.09127981960773468, 0.10195859521627426, 0.08444308489561081, 0.11249352991580963, 0.10081358253955841, 0.09863871335983276, 0.10334831476211548]"
422,"[0.10631930828094482, -0.16962839663028717, 0.008679588325321674, -0.43820902705192566, -1.2003777027130127, 0.09909362345933914, 0.13595181703567505, -0.031593866646289825, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",8,-2.0,"[0.10683652877576666, -0.2161650369225967, 0.00870645785014279, -0.43946897417916286, -1.000377111460507, 0.1103912233114606, 0.148311919456171, -0.028127246953429053, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09555958211421967, 0.10282773524522781, 0.10915756225585938, 0.09089209884405136, 0.10140341520309448, 0.08452000468969345, 0.11299997568130493, 0.10021287947893143, 0.0987003818154335, 0.10372642427682877]"
423,"[0.10683652758598328, -0.21616503596305847, 0.008706457912921906, -0.43946897983551025, -1.0003770589828491, 0.11039122194051743, 0.14831191301345825, -0.028127247467637062, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",7,0.0,"[0.10501669715683981, -0.222861401631671, 0.008722337169855265, -0.6389618874883887, -1.000344355026371, 0.11088022727716992, 0.15038868999762167, -0.031235384392844345, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.0960506871342659, 0.10312114655971527, 0.1083797812461853, 0.09120947867631912, 0.10169987380504608, 0.08523499220609665, 0.11235823482275009, 0.10042313486337662, 0.09894411265850067, 0.10257860273122787]"
424,"[0.10501669347286224, -0.2228613942861557, 0.0087223369628191, -0.638961911201477, -1.0003443956375122, 0.11088022589683533, 0.1503886878490448, -0.031235383823513985, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",9,0.0,"[0.10260164111610148, -0.2283358972337144, 0.00872264667099465, -0.6387443238912498, -1.197958697657679, 0.11117989015053131, 0.1515680911511113, -0.03302119160649453, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09513715654611588, 0.1027756780385971, 0.10801702737808228, 0.09199521690607071, 0.10133808851242065, 0.08502630889415741, 0.11309424042701721, 0.10124309360980988, 0.0988800898194313, 0.10249308496713638]"
425,"[0.10260163992643356, -0.228335902094841, 0.008722647093236446, -0.6387442946434021, -1.1979587078094482, 0.1111798882484436, 0.15156808495521545, -0.033021192997694016, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",0,-2.0,"[0.29959001424522747, -0.2805235067959977, 0.0086481792380102, -0.6385825985515137, -1.200029846821609, 0.13401745777144675, 0.16033712469793215, -0.03555594522305938, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09474869817495346, 0.102484330534935, 0.10885484516620636, 0.09162143617868423, 0.1010824665427208, 0.08410216122865677, 0.11397406458854675, 0.10116036981344223, 0.09864570945501328, 0.10332590341567993]"
426,"[0.29959002137184143, -0.28052350878715515, 0.008648179471492767, -0.6385825872421265, -1.2000298500061035, 0.1340174525976181, 0.16033712029457092, -0.035555943846702576, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",5,0.0,"[0.2971855585329699, -0.2978848364496365, 0.008692659484935028, -0.6383355756728148, -1.1999476755230711, 0.1382507964084789, 0.1633941567779243, -0.03531978368781241, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09550303965806961, 0.10141801834106445, 0.11006950587034225, 0.09086776524782181, 0.10045886784791946, 0.08441276103258133, 0.11475028842687607, 0.10000084340572357, 0.09868884831666946, 0.10383012890815735]"
427,"[0.2971855700016022, -0.29788482189178467, 0.008692659437656403, -0.6383355855941772, -1.199947714805603, 0.13825079798698425, 0.16339415311813354, -0.03531978279352188, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",8,-2.0,"[0.29619164780246265, -0.32572154714593715, 0.008702033256841268, -0.6390766803146164, -0.9999426395880109, 0.14456505144599185, 0.16970554078124217, -0.03373448033801707, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09549934417009354, 0.10146742314100266, 0.11011640727519989, 0.09082327783107758, 0.10046153515577316, 0.08437035232782364, 0.11476649343967438, 0.10001251846551895, 0.09870859235525131, 0.10377412289381027]"
428,"[0.29619166254997253, -0.3257215619087219, 0.008702033199369907, -0.6390767097473145, -0.9999426603317261, 0.14456504583358765, 0.16970553994178772, -0.033734481781721115, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",2,0.0,"[0.2946599745016325, -0.32452833591082175, 0.008690898409476233, -0.6388878507220053, -0.9998941227910683, 0.14591488512859027, 0.17020145580157237, -0.03370788212161979, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.0960383266210556, 0.10209379345178604, 0.10924503952264786, 0.09115065634250641, 0.10056783258914948, 0.08513045310974121, 0.11373509466648102, 0.10020144283771515, 0.09901145100593567, 0.10282596200704575]"
429,"[0.29465997219085693, -0.3245283365249634, 0.008690898306667805, -0.6388878226280212, -0.9998941421508789, 0.14591488242149353, 0.17020145058631897, -0.0337078832089901, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",2,0.0,"[0.29313677239426017, -0.3249307472501046, 0.00869044287519749, -0.6387007090641816, -0.9998420948553353, 0.14798626318867203, 0.17094982959508515, -0.033654950120028504, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09602366387844086, 0.10209906846284866, 0.1092393770813942, 0.0911615639925003, 0.10057473182678223, 0.08512680977582932, 0.11373475939035416, 0.10019952803850174, 0.0990186259150505, 0.10282187908887863]"
430,"[0.2931367754936218, -0.32493075728416443, 0.008690442889928818, -0.6387007236480713, -0.99984210729599, 0.1479862630367279, 0.17094983160495758, -0.03365495055913925, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",0,-2.0,"[0.4903216408433515, -0.3657316527823449, 0.00868798837509921, -0.63839430387908, -0.9990477244806772, 0.16925387677959539, 0.17883661686549968, -0.0355183489581572, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09600693732500076, 0.1021077111363411, 0.10924002528190613, 0.09116970747709274, 0.10058249533176422, 0.08511850237846375, 0.11373792588710785, 0.10019419342279434, 0.09902753680944443, 0.1028149351477623]"
431,"[0.49032163619995117, -0.3657316565513611, 0.008687987923622131, -0.638394296169281, -0.9990476965904236, 0.169253870844841, 0.1788366138935089, -0.0355183482170105, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",3,-2.0,"[0.49162663876935664, -0.41529932723555785, 0.018998672815658146, -0.640164966432148, -0.9997006179669885, 0.17571232655259528, 0.18955505795750305, -0.03723080946792223, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.0966784730553627, 0.10115182399749756, 0.11075785011053085, 0.09031590074300766, 0.0995747298002243, 0.08537425100803375, 0.11412791162729263, 0.0994357243180275, 0.0991368517279625, 0.10344649851322174]"
432,"[0.49162665009498596, -0.41529932618141174, 0.01899867318570614, -0.6401649713516235, -0.9997006058692932, 0.17571233212947845, 0.1895550638437271, -0.03723080828785896, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",5,0.0,"[0.4920212653640892, -0.4208256859017423, 0.008724751301190992, -0.6413601171308034, -0.9997005971371475, 0.17694403164555098, 0.1910312532693133, -0.04045793454593449, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09666930884122849, 0.10122623294591904, 0.11092910170555115, 0.09018582850694656, 0.09961969405412674, 0.08520501106977463, 0.11429251730442047, 0.09937106817960739, 0.09916383028030396, 0.10333747416734695]"
433,"[0.49202126264572144, -0.42082569003105164, 0.008724750950932503, -0.6413601040840149, -0.9997006058692932, 0.17694403231143951, 0.19103124737739563, -0.04045793414115906, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",9,0.0,"[0.49241382430389624, -0.41586321983264174, 0.01623215174028836, -0.6418709087595964, -1.1981006355073687, 0.17776778162800444, 0.19091973727642858, -0.03710302439000013, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09661944955587387, 0.10126221925020218, 0.11090758442878723, 0.09021066129207611, 0.09959811717271805, 0.08520631492137909, 0.11429023742675781, 0.09940528124570847, 0.09918167442083359, 0.10331849008798599]"
434,"[0.49241381883621216, -0.4158632159233093, 0.01623215153813362, -0.64187091588974, -1.1981006860733032, 0.1777677834033966, 0.19091974198818207, -0.03710302338004112, -0.010000013746321201, 0.10000009089708328, -0.025009281933307648]",9,0.0,"[0.4927855932811074, -0.41393875906298394, 0.02222225355237395, -0.6421363153840112, -1.3997006380966335, 0.17932022192509117, 0.19040227501950874, -0.035661701262337475, -0.01000001347042935, 0.1000000931350081, -0.025009281132740924]","[0.09608595818281174, 0.1007562130689621, 0.11183503270149231, 0.08986697345972061, 0.09971441328525543, 0.08429455012083054, 0.1155066266655922, 0.09903094172477722, 0.0988650768995285, 0.10404419153928757]"
