,state,action,reward,next_state
251,"0.29961476,0.10355195",4,-0.8278952908218756,"0.32111972642135506,0.10355194599305517"
252,"0.32111973,0.10355195",4,-0.87196763075158,"0.34315589638620725,0.10355194599305517"
253,"0.3431559,0.10355195",6,-0.9030128712385345,"0.3586785166296845,0.10355194599305517"
254,"0.35867852,0.10355195",2,-0.9409884314012812,"0.37764322184357146,0.10355194599305517"
255,"0.37764323,0.10355195",5,-0.9118734656796932,"0.36310881385026383,0.10355194599305517"
256,"0.3631088,0.10355195",6,-0.8618890072660024,"0.3381165846434184,0.10355194599305517"
257,"0.3381166,0.10355195",6,-0.799545460108354,"0.30694481106459426,0.10355194599305517"
258,"0.30694482,0.10355195",5,-0.729602108886506,"0.27197313545367025,0.10355194599305517"
259,"0.27197313,0.10355195",2,-0.6852692068249813,"0.24980668442290788,0.10355194599305517"
260,"0.24980669,0.10355195",9,-0.6644365529733619,"0.2393903574970982,0.10355194599305517"
261,"0.23939036,0.10355195",9,-0.6627454122710013,"0.23854431756550898,0.10355194599305517"
262,"0.23854432,0.10355195",5,-0.6627964353249505,"0.23857029867289248,0.10355194599305517"
263,"0.2385703,0.10355195",8,-0.662809842787974,"0.2385770024044042,0.10355194599305517"
264,"0.23857701,0.10355195",3,-0.6716007989842496,"0.24297248050254205,0.10355194599305517"
265,"0.24297248,0.10355195",8,-0.6728195087353086,"0.24358183537807154,0.10355194599305517"
266,"0.24358183,0.10355195",2,-0.6595137571029596,"0.236928959561897,0.10355194599305517"
267,"0.23692895,0.10355195",0,-0.6195642710055984,"0.21695421651321642,0.10355194599305517"
268,"0.21695422,0.10355195",4,-0.5544070825996766,"0.18437562231025556,0.10355194599305517"
269,"0.18437563,0.10355195",5,-0.5028928757793983,"0.1586185189001164,0.10355194599305517"
270,"0.13217816,0.10344907",2,-0.43733242931843475,"0.12584180659871536,0.10354960537366802"
271,"0.12584181,0.10354961",7,-0.4226956639892727,"0.11851991300505361,0.10355194599305517"
272,"0.11851991,0.10355195",9,-0.4041337471737235,"0.10923895459727902,0.10355194599305517"
273,"0.10923895,0.10355195",7,-0.3877005100360189,"0.10103289392687873,0.10355194599305517"
274,"0.10103289,0.10355195",9,-0.386275574320619,"0.10030986817072672,0.10355194599305517"
275,"0.10030987,0.10355195",3,-0.3927522844922515,"0.10354822325654302,0.10355194599305517"
276,"0.10354822,0.10355195",8,-0.42103492472654047,"0.11768954337368745,0.10355194599305517"
277,"0.11768954,0.10355195",9,-0.4562370059109847,"0.13529058396590957,0.10355194599305517"
278,"0.13529058,0.10355195",5,-0.4866971654618223,"0.15052066374132836,0.10355194599305517"
279,"0.15052067,0.10355195",9,-0.4925499858470058,"0.15344707393392013,0.10355194599305517"
280,"0.15344708,0.10355195",8,-0.4927225484425215,"0.153533355231678,0.10355194599305517"
281,"0.15353335,0.10355195",5,-0.49232507841753737,"0.15333462021918592,0.10355194599305517"
282,"0.15333462,0.10355195",7,-0.49187072961770184,"0.15310744581926813,0.10355194599305517"
283,"0.15310745,0.10355195",2,-0.4358186376785903,"0.12508139984971237,0.10355194599305517"
284,"0.1250814,0.10355195",3,-0.4291794671060334,"0.12172816140562677,0.10355194599305517"
285,"0.12172816,0.10355195",4,-0.4666629799193578,"0.14050357097009614,0.10355194599305517"
286,"0.14050357,0.10355195",6,-0.490093069877347,"0.15221861594909075,0.10355194599305517"
287,"0.15221861,0.10355195",1,-0.5035960385032925,"0.15897010026206346,0.10355194599305517"
288,"0.1589701,0.10355195",6,-0.5228798892424958,"0.16848757839335,0.10355194599305517"
289,"0.16848758,0.10355195",3,-0.5779514746260237,"0.19614781832342906,0.10355194599305517"
290,"0.19614781,0.10355195",0,-0.6354483857557004,"0.22481428365907752,0.10355194599305517"
291,"0.22481428,0.10355195",0,-0.6702075985707366,"0.2418299142597077,0.10355194599305517"
292,"0.24182992,0.10355195",0,-0.6781452357621878,"0.2462446988915111,0.10355194599305517"
293,"0.2462447,0.10355195",2,-0.6072274557543816,"0.21078580888760806,0.10355194599305517"
294,"0.2107858,0.10355195",0,-0.521498635473459,"0.16792139874714673,0.10355194599305517"
295,"0.1679214,0.10355195",5,-0.49426019633437046,"0.15430217917760244,0.10355194599305517"
296,"0.15430218,0.10355195",5,-0.49018651173754757,"0.15226533687919103,0.10355194599305517"
